NAME,AGE,SEX,AFFILIATION,GROUP,POSITION,CLASS,SURVIVED
"Podesta, Mr. John",25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Pond, Mr. George",32.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Prangnell, Mr. George",31.0,Male,Crew,Engineering,Greaser,Not applicable,True
"Preston, Mr. Thomas Charles Alfred",20.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Priest, Mr. Arthur J.",23.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Proudfoot, Mr. Richard Royston",22.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Pugh, Mr. Percy",31.0,Male,Crew,Engineering,Leading Fireman,Not applicable,False
"Pusey, Mr. William Robert Holland",24.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Ranger, Mr. Thomas G.",29.0,Male,Crew,Engineering,Greaser,Not applicable,True
"Read, Mr. Joseph",20.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Reed, Mr. Robert",30.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Reeves, Mr. Robert",30.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Rice, Mr. Charles",32.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Richards, Mr. Joseph James",30.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Rickman, Mr. George Albert",36.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Roberts, Mr. Robert George",35.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Rous, Mr. Arthur John",26.0,Male,Crew,Engineering,Plumber,Not applicable,False
"Rudd, Mr. Henry",23.0,Male,Crew,Engineering,Engineering Storkeeper,Not applicable,False
"Rutter, Mr. Sidney",27.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Sangster, Mr. Charles Edward",30.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Saunders, Mr. Thomas",,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Saunders, Mr. William Henry",31.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Saunders, Mr. Walter Ernest",25.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Scott, Mr. Archibald",40.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Scott, Mr. Frederick",28.0,Male,Crew,Engineering,Greaser,Not applicable,True
"Self, Mr. Alfred Henry",40.0,Male,Crew,Engineering,Greaser,Not applicable,False
"Self, Mr. Edward",25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Senior, Mr. Henry",31.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Shea, Mr. Thomas",29.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Sheath, Mr. Frederick",20.0,Male,Crew,Engineering,Trimmer,Not applicable,True
"Shepherd, Mr. Johnathan",32.0,Male,Crew,Engineering,Junior Assistant Second Engineer,Not applicable,False
"Shiers, Mr. Alfred",24.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Shillaber, Mr. Charles",20.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Skeates, Mr. William",26.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Sloan, Mr. Peter",31.0,Male,Crew,Engineering,Chief Electrician,Not applicable,False
"Small, Mr. William",40.0,Male,Crew,Engineering,Leading Fireman,Not applicable,False
"Smith, Mr. Ernest George",27.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Smith, Mr. James Muil",35.0,Male,Crew,Engineering,Junior Fourth Engineer,Not applicable,False
"Smither, Mr. Harry James",22.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Snellgrove, Mr. George",41.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Snooks, Mr. W",26.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Snowberger, Mr. Eustace Philip",21.0,Male,Crew,Engineering,Trimmer,Not applicable,True
"Sparkman, Mr. Henry",36.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Stafford, Mr. Michael (Albert Briant)",34.0,Male,Crew,Engineering,Greaser,Not applicable,False
"Stanbrook, Mr. Augustus",30.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Steel, Mr. Robert Edward",30.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Stocker, Mr. Henry Dorey",20.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Street, Mr. Henry Albert",25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Stubbs, Mr. James Henry",28.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
Sullivan Mr. S.,25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Taylor, Mr. James",25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Taylor, Mr. John",32.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Taylor, Mr. T.",42.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Taylor, Mr. William Henry",28.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Thomas, Mr. James",27.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Thompson, Mr. John William",42.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Threlfall, Mr. Thomas",38.0,Male,Crew,Engineering,Leading Fireman,Not applicable,True
"Thresher, Mr. George",25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Tizard, Mr. Arthur Leopold",31.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Tozer, Mr. James",32.0,Male,Crew,Engineering,Greaser,Not applicable,False
"Triggs, Mr. Robert",41.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,True
"Turley, Mr. Richard",37.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"van der Brugge, Mr. Wessel Adrianus",42.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Veal, Mr. Arthur",36.0,Male,Crew,Engineering,Greaser,Not applicable,False
"Vear, Mr. Henry",32.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Vear, Mr. W.",32.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Ward, Mr. Arthur",24.0,Male,Crew,Engineering,Junior Assistant Fourth Engineer,Not applicable,False
"Ward, Mr. Joseph",31.0,Male,Crew,Engineering,Leading Fireman,Not applicable,False
"Wardner, Mr. Frederick Albert",39.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Wateridge, Mr. Edward Lewis",25.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Watson, Mr. W.",27.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Webb, Mr. Samuel Francis",28.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Webber, Mr. Francis Albert",31.0,Male,Crew,Engineering,Leading Fireman,Not applicable,False
"White, Mr. Alfred",32.0,Male,Crew,Engineering,Greaser,Not applicable,True
"White, Mr. Frank Leonard",27.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"White, Mr. William George",23.0,Male,Crew,Engineering,Trimmer,Not applicable,True
"Williams, Mr. Samuel Solomon",26.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Wilson, Mr. Bertie",28.0,Male,Crew,Engineering,Senior Assistant Second Engineer,Not applicable,False
"Wilton, Mr. William",45.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Witcher, Mr. Alfred",40.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Witt, Mr. F.",,Male,Crew,Engineering,Trimmer,Not applicable,False
"Witt, Mr. Henry Dennis",40.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Woodford, Mr. Frederick",41.0,Male,Crew,Engineering,Greaser,Not applicable,False
"Wood, Mr. Henry",31.0,Male,Crew,Engineering,Trimmer,Not applicable,False
"Wyeth, Mr. James Robert",26.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Young, Mr. Francis James",30.0,Male,Crew,Engineering,Fireman/Stoker,Not applicable,False
"Abbott, Mr. Ernest Owen",21.0,Male,Crew,Victualling,First Class Lounge Pantry Steward,Not applicable,False
"Ahier, Mr. Percy Snowden",20.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Akerman, Mr. Albert",28.0,Male,Crew,Victualling,Third Class Steward,Not applicable,False
"Akerman, Mr. Joseph Francis",35.0,Male,Crew,Victualling,Assistant Pantry Steward,Not applicable,False
"Allan, Mr. Robert Spencer",36.0,Male,Crew,Victualling,First Class Bedroom Steward,Not applicable,False
"Allen, Mr. George",26.0,Male,Crew,Victualling,Scullion,Not applicable,False
"Allen, Mr. Frederick",17.0,Male,Crew,Victualling,Lift Steward,Not applicable,False
"Allsop, Mr. Frank Richard",41.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Anderson, Mr. Walter J.",48.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Andrews, Mr. Charles Edward",19.0,Male,Crew,Victualling,Assistant Second Class Saloon Steward,Not applicable,True
"Ashcroft, Mr. Austin Aloysius",26.0,Male,Crew,Victualling,Clerk,Not applicable,False
"Ashe, Mr. Henry Wellesley",32.0,Male,Crew,Victualling,Glory Hole Steward,Not applicable,False
"Ayling, Mr. George Edwin",22.0,Male,Crew,Victualling,Assistant Vegetable Cook,Not applicable,False
"Back, Mr. Charles Frederick",32.0,Male,Crew,Victualling,Assistant Lounge Steward,Not applicable,False
"Baggott, Mr. Allen Marden",28.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,True
"Bagley, Mr. Edward Ernest",31.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Bailey, Mr. George Francis",36.0,Male,Crew,Victualling,Second Class Saloon Steward,Not applicable,False
"Ball, Mr. Percy",19.0,Male,Crew,Victualling,First Class Plate Steward,Not applicable,True
"Barker, Mr. Albert Vale",19.0,Male,Crew,Victualling,Assistant Baker,Not applicable,False
"Barker, Mr. Ernest T.",37.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Barker, Mr. Reginald Lomond",40.0,Male,Crew,Victualling,Assistant Purser,Not applicable,False
"Barlow, Mr. George",36.0,Male,Crew,Victualling,Second Class Bedroom Steward,Not applicable,False
"Barnes, Mr. Frederick",37.0,Male,Crew,Victualling,Assistant Baker,Not applicable,False
"Barratt, Mr. Arthur",15.0,Male,Crew,Victualling,Bell Boy,Not applicable,False
"Barringer, Mr. Arthur William",33.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Barrow, Mr. Harry",35.0,Male,Crew,Victualling,Assistant Butcher,Not applicable,False
"Barrows, Mr. William",32.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Barton, Mr. Sidney John",25.0,Male,Crew,Victualling,Third Class Steward,Not applicable,False
"Baxter, Mr. Harry Ross",51.0,Male,Crew,Victualling,Third Class Steward,Not applicable,False
"Baxter, Mr. Thomas Ferguson",48.0,Male,Crew,Victualling,Linen Steward,Not applicable,False
"Bedford, Mr. William Barnet",31.0,Male,Crew,Victualling,Assistant Roast Cook,Not applicable,False
"Beedem, Mr. George Arthur",34.0,Male,Crew,Victualling,Second Class Bedroom Steward,Not applicable,False
"Beere, Mr. William",19.0,Male,Crew,Victualling,Kitchen Porter,Not applicable,False
"Benham, Mr. Frederick",29.0,Male,Crew,Victualling,Second Class Saloon Steward,Not applicable,False
"Bennett, Mrs. Mabel",30.0,Female,Crew,Victualling,First Class Stewardess,Not applicable,True
"Bessant, Mr. Edward William",31.0,Male,Crew,Victualling,Baggage Steward,Not applicable,False
"Best, Mr. Alfred",38.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Blake, Mr. Seaton",26.0,Male,Crew,Victualling,Mess Steward,Not applicable,False
"Bishop, Mr. Walter Alexander",34.0,Male,Crew,Victualling,First Class Bedroom Steward,Not applicable,False
"Bliss, Mrs. Emma (née Junod)",45.0,Female,Crew,Victualling,First Class Stewardess,Not applicable,True
"Bochatay, Mr. Alexis Joseph",30.0,Male,Crew,Victualling,Assistant Chef,Not applicable,False
"Bogie, Mr. Norman Leslie",29.0,Male,Crew,Victualling,Second Class Bedroom Steward,Not applicable,False
"Bond, Mr. William John",40.0,Male,Crew,Victualling,First Class Bedroom Steward,Not applicable,False
"Boothby, Mr. W.",36.0,Male,Crew,Victualling,Second Class Bedroom Steward,Not applicable,False
"Boston, Mr. William John",30.0,Male,Crew,Victualling,Assistant Deck Steward,Not applicable,False
"Boughton, Mr. B.",24.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Boyd, Mr. John",35.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Boyes, Mr. John Henry",36.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Bradshaw, Mr. J.A.",43.0,Male,Crew,Victualling,First Class Plate Steward,Not applicable,False
"Brewster, Mr. George H.",48.0,Male,Crew,Victualling,First Class Bedroom Steward,Not applicable,False
"Bride, Mr. Harold Sydney",22.0,Male,Crew,Victualling,Assistant Telegraphist,Not applicable,True
"Bristow, Mr. Robert Charles",31.0,Male,Crew,Victualling,Third Class Steward,Not applicable,False
"Bristow, Mr. Harry",33.0,Male,Crew,Victualling,First Class Saloon Steward,Not applicable,False
"Brookman, Mr, John",27.0,Male,Crew,Victualling,Third Class Steward,Not applicable,False
"Broom, Mr. H.",33.0,Male,Crew,Victualling,Bath Steward,Not applicable,False
"Broome, Mr. Athol Frederick",30.0,Male,Crew,Victualling,Verandah Steward,Not applicable,False
"Brown, Mr. Edward",34.0,Male,Crew,Victualling,Saloon Steward,Not applicable,True
"Brown, Mr. Walter James",28.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Buckley, Mr. H.E.",34.0,Male,Crew,Victualling,Assistant Vegetable Cook,Not applicable,False
"Bull, Mr. W.",30.0,Male,Crew,Victualling,Scullion,Not applicable,False
"Bulley, Mr. Henry Ashburnham",21.0,Male,Crew,Victualling,Boots,Not applicable,False
"Bunnell, Mr. Wilfred",20.0,Male,Crew,Victualling,Plate Steward,Not applicable,False
"Burgess, Mr. Charles Reginald",18.0,Male,Crew,Victualling,Extra Third Baker,Not applicable,True
"Burke, Mr. Richard Edward",30.0,Male,Crew,Victualling,Lounge Steward,Not applicable,False
"Burke, Mr. William",31.0,Male,Crew,Victualling,Saloon Steward,Not applicable,True
"Burr, Mr. Ewart",29.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Burrage, Mr. Alfred",20.0,Male,Crew,Victualling,Plate Steward,Not applicable,True
"Butt, Mr. Robert Henry",22.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Butterworth, Mr. John",23.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Byrne, Mr. J.E.",31.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Campbell, Mr. Donald S.",25.0,Male,Crew,Victualling,Third Class Clerk,Not applicable,False
"Carney, Mr. William",31.0,Male,Crew,Victualling,Lift Steward,Not applicable,False
"Cartwright, Mr. James Edward",32.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Casswill, Mr. Charles",32.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Caton, Miss Annie",50.0,Female,Crew,Victualling,Turkish Bath Stewardess,Not applicable,True
"Caunt, Mr. William Ewart",27.0,Male,Crew,Victualling,Grill Cook,Not applicable,False
"Cave, Mr. Herbert",34.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Cecil, Mr. C.",20.0,Male,Crew,Victualling,Steward,Not applicable,False
"Chapman, Mr. Joseph Charles",32.0,Male,Crew,Victualling,Boots,Not applicable,True
"Charman, Mr. John",25.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Cheverton, Mr. William Edward",27.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Chitty, Mr. Archibald George",28.0,Male,Crew,Victualling,Steward,Not applicable,False
"Chitty, Mr. George Henry",52.0,Male,Crew,Victualling,Baker,Not applicable,False
"Christmas, Mr. H.",33.0,Male,Crew,Victualling,Assistant Saloon Steward,Not applicable,False
"Coleman, Mr. Albert Edward",28.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Coleman, Mr. John",57.0,Male,Crew,Victualling,Mess Steward,Not applicable,False
"Colgan, Mr. E. Joseph",33.0,Male,Crew,Victualling,Scullion,Not applicable,True
"Collins, Mr. John",17.0,Male,Crew,Victualling,Scullion,Not applicable,True
"Conway, Mr. P.W.",25.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Cook, Mr. George",42.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Coombs, Mr. Augustus Charles",38.0,Male,Crew,Victualling,Cook,Not applicable,False
"Corben, Mr. Ernest Theodore",27.0,Male,Crew,Victualling,Assistant Printer Steward,Not applicable,False
"Cox, Mr. William Denton",29.0,Male,Crew,Victualling,Steward,Not applicable,False
"Crafter, Mr. Frederick",27.0,Male,Crew,Victualling,Saloon Steward,Not applicable,True
"Crawford, Mr. Alfred",36.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,True
"Crisp, Mr. Albert Hector",35.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Crispin, Mr. William",32.0,Male,Crew,Victualling,Glory Hole Steward,Not applicable,False
"Crosby, Mr. J. Bertram",42.0,Male,Crew,Victualling,Turkish Bath Attendant,Not applicable,False
"Crowe, Mr. George Frederick",30.0,Male,Crew,Victualling,Saloon Steward,Not applicable,True
"Crumplin, Mr. Charles",35.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Cullen, Mr. Charles",45.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,True
"Cunningham, Mr. Andrew",35.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,True
"Daniels, Mr. Sidney Edward",18.0,Male,Crew,Victualling,Steward,Not applicable,True
"Dashwood, Mr. William George",19.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Davies, Mr. Gordon Raleigh",33.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Davies, Mr. John James",27.0,Male,Crew,Victualling,Extra 2nd Baker,Not applicable,False
"Davies, Mr. Robert J.",26.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Dean, Mr. George H.",19.0,Male,Crew,Victualling,Assistant Saloon Steward,Not applicable,False
"Deeble, Mr. Alfred Arnold",29.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Derrett, Mr. Albert",26.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Deslands, Mr. Percival Stainer",36.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Dinenage, Mr. James Richard",47.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Dodd, Mr. George Charles",44.0,Male,Crew,Victualling,Steward,Not applicable,False
"Dolby, Mr. Joseph",36.0,Male,Crew,Victualling,Reception Room Steward,Not applicable,False
"Donoghue, Mr. Frank",35.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Doughty, Mr. W.",22.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Dunford, Mr. William",41.0,Male,Crew,Victualling,Hospital Steward,Not applicable,False
"Dyer, Mr. William",31.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Edbrooke, Mr. F.",24.0,Male,Crew,Victualling,Steward,Not applicable,False
"Ede, Mr. George B.",22.0,Male,Crew,Victualling,Steward,Not applicable,False
"Edge, Mr. Frederick William",37.0,Male,Crew,Victualling,Deck Steward,Not applicable,False
"Edwards, Mr. Clement",38.0,Male,Crew,Victualling,Assistant Pantryman Steward,Not applicable,False
"Egg, Mr. W.H.",34.0,Male,Crew,Victualling,Steward,Not applicable,False
"Ellis, Mr. John Bertram",30.0,Male,Crew,Victualling,Assistant Vegetable Cook,Not applicable,True
"Ennis, Mr. Walter",35.0,Male,Crew,Victualling,Turkish Bath Attendant,Not applicable,False
"Etches, Mr. Henry Samuel",41.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,True
"Evans, Mr. George Richard",32.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Fairall, Mr. Henry",38.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Farrenden, Mr. Ernest John",32.0,Male,Crew,Victualling,Confectioner,Not applicable,False
"Faulkner, Mr. William Stephen",37.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,True
"Fellowes, Mr. Alfred J.",29.0,Male,Crew,Victualling,Boots,Not applicable,False
"Feltham, Mr. G.",36.0,Male,Crew,Victualling,Vienna Baker,Not applicable,False
"Finch, Mr. Harry",18.0,Male,Crew,Victualling,Steward,Not applicable,False
"Fletcher, Mr. Peter W.",26.0,Male,Crew,Victualling,Bugler Steward,Not applicable,False
"Foley, Mr. William C.",26.0,Male,Crew,Victualling,Steward,Not applicable,True
"Ford, Mr. Ernest",32.0,Male,Crew,Victualling,Steward,Not applicable,False
"Ford, Mr. F.",37.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
"Fox, Mr. William Thomas",27.0,Male,Crew,Victualling,Steward,Not applicable,False
"Franklin, Mr. Alan Vincent",29.0,Male,Crew,Victualling,Saloon Steward,Not applicable,False
"Freeman, Mr. Ernest Edward Samuel",43.0,Male,Crew,Victualling,Deck Steward,Not applicable,False
"Geddes, Mr. Richard Charles",31.0,Male,Crew,Victualling,Bedroom Steward,Not applicable,False
